51,-16.25,-2.75,75,0,9.5,-2.5,155,0,0,0,0,,1
52,2.25,-3.25,45,0.0,-16.0,-1.0,80,0.0,0,0,0,,1
53,1.25,-5.25,100,0,3.75,-0.5,5,0,0,0,0,,1
54,-19,-2,45,0,2.5,-1,140,1,2,0,0,,1
55,5.75,-4,115,0,-22.25,-1,115,0,0,0,0,,1
56,-12.25,-6,120,0,-1.25,-2.75,170,0,0,0,0,,1
57,3.5,-1.5,150,0,-20,-3.5,120,0,0,0,0,,1
58,14.5,-2,130,0,-10,-2,40,0,0,0,0,,1
59,-18.75,-3.75,125,0.0,-17.5,-6.75,60,0.0,0,0,1,,1
60,-1.25,-6.75,20,0,-15.25,-1,155,0,0,0,0,,1
61,4.5,-6.25,85,0,-7.75,-5.25,5,0,0,0,0,,1
62,-9,-0.5,50,0,-4.5,-3.25,55,0,0,1,0,,1
63,14,-3,5,0,3.5,-1,175,0,0,0,0,,1
64,2.75,-3.5,5,0,1.5,-3.75,115,0,0,0,1,,1
65,-7.75,-2,80,0,7,0,155,0,0,0,0,,1
66,10,-4,100,0,8.25,-2,145,0,0,0,0,,1
67,8.25,-2.25,80,0,9.25,-1.75,120,0,0,0,0,,1
68,-12,-0.75,50,0,-1.75,-4.75,95,0,0,1,0,,1
69,-17.25,-2,60,0,-10,-2.25,80,0,0,0,0,,1
70,-18,-2.75,150,0,13,-0.5,90,0,0,1,0,,1
71,-1.5,0,80,0,-16.75,-6.25,135,0,0,0,0,,1
72,-2.25,-2.5,60,0,-5,-5.75,50,0,0,0,0,,1
73,-12,0,165,0,-20.25,-2.5,110,0,0,0,0,,1
74,10,-5.75,75,0,8.75,-7,135,0,0,0,1,,1
75,14.75,-0.25,10,0,-12,-5.75,170,1,2,0,0,,1
76,7,-1.25,135,0,6.25,-4,70,0,0,0,0,,1
77,11.25,-3.25,45,0,5.25,-3,65,0,0,0,1,,1
78,-19.25,-5.5,55,0.25,-9.25,-6.5,85,0,3,0,1,,1
79,-7.5,-5,135,0,6.25,-4,70,0,0,0,0,,1
80,-22,-5,125,0,-20.25,-6.75,45,0,0,0,0,,1
81,-16.5,-1,75,0,0.5,-0.5,175,0,0,0,0,,1
82,-22,-4,80,0,8,-4.5,145,0,0,0,1,,1
83,7,-2,70,0,-14,-4,180,0,0,1,1,,1
84,11,-7,170,0,-4.75,-4.5,130,0,0,0,0,,1
85,-9,-5,105,0,-1.25,-6.25,65,0,0,0,0,,1
86,0.75,-7,75,0,-0.25,-6.75,25,0,0,0,0,,1
87,-1,-6,105,0,-24,-4,95,0,0,0,1,,1
88,8,-5,160,0,-17.5,-4,70,0,0,0,0,,1
89,-24.25,-4.5,60,0,7,-3,50,0,0,0,0,,1
90,-22,-5.5,45,0,12.5,-3,115,0,0,0,0,,1
91,7.75,-2.25,20,0,-7,-1.25,125,0,0,0,0,,1
92,-3,-4,115,0,-1,-6.25,100,0,0,0,0,,1
93,-21.75,-3.75,25,0,-10.25,-1,85,0,0,0,0,,1
94,-9.75,-6.75,100,0,1,-1,80,0,0,0,0,,1
95,-15.25,-0.25,175,0,-6.75,-0.5,150,0,0,0,0,,1
96,-22.5,-4.75,140,0,-15.5,-1.75,85,0,0,0,1,,1
97,13.5,-3,100,0,-5.5,-5,10,0,0,1,0,,1
98,-5.25,-5.5,95,0,-20,-6.75,5,0,0,0,0,,1
99,8,-5.25,25,0,-22.5,-3,110,0,0,0,0,,1
100,5,-5.75,80,0,-18,-6.75,5,0,0,0,1,,1
101,8,-3.75,110,0,-3.75,-5.25,110,0,0,0,0,,1
102,-0.5,-1.75,140,0,-11.75,-6,30,0,0,0,0,,1
103,12.25,-5.75,80,0,4,-1,35,0,0,0,1,,1
104,-3.75,-3,70,0,-24,-2,30,0,0,1,0,,1
105,-3,-3,145,0,-10.25,-0.25,20,0,0,1,0,,1
106,-13.25,-4.25,165,0,3.75,-3.75,120,0,0,0,0,,1
107,5.75,-3.5,55,0,8,-5,165,0,0,0,0,,1
108,3.75,-6.5,105,0,5,-6,10,0,0,0,0,,1
109,15,-1,45,0,-6,-4.25,155,0,0,0,0,,1
110,5.5,-5,140,0,-1.75,-2,105,0,0,0,0,,1
111,-5.75,-7,55,0,-8.75,-4,145,1,3,0,0,,1
112,1.5,-2.5,100,0.0,-16.0,-5.0,5,0.0,0,0,0,,1
113,-1,-7,25,0,-9,-4,55,0,0,0,0,,1
114,-6.5,-6,35,0,-9,-0.75,35,0,0,0,0,,1
115,7,-7,70,0,-17,-6,20,0,0,0,1,,1
116,8.75,-6.75,65,0,-21,-2.75,135,0,0,0,0,,1
117,4,-2.25,85,0,-12,-5.25,140,0,0,0,0,,1
118,-21,-5.75,5,0,-8.5,-0.5,90,0,0,0,1,,1
119,-12,-6.25,5,0,13.25,-5,105,0,0,0,0,,1
120,11,-1,70,0,-8.25,-1.75,70,0,0,0,0,,1
121,6.75,-7,180,0,-14,-0.5,50,0,0,0,1,,1
122,14.25,-5.25,45,0,2.25,-2.5,55,0,0,0,0,,1
123,-16.75,-5.25,5,0,-0.25,-7,30,0,0,0,0,,1
124,1.75,-4,150,0,-5,-1,30,0,0,0,0,,1
125,5.25,-5.5,55,0,1.25,-0.5,45,0,0,0,0,,1
126,-24.25,-1.75,125,0,12.75,-4,95,0,0,0,0,,1
127,12,-5,10,0,-19,-2.5,25,0,0,0,0,,1
128,5,-1.5,10,0,-8.25,-1,115,0,0,0,0,,1
129,2.5,-3,15,0,-24.75,-1,165,0,0,0,0,,1
130,-4.25,-1,150,0,-22.25,-5.75,10,0,0,1,0,,1
131,-0.5,-5,135,0,-8,-2.25,180,0,0,0,0,,1
132,-1.25,-3.75,145,2,-15.75,-0.5,145,0,2,0,0,,1
133,-21.75,-3.25,160,0,0.5,-4.75,140,0,0,0,0,,1
134,10.25,-1.75,85,0,-11.75,-3.25,170,0,0,0,0,,1
135,-18,-1.75,75,0,0.5,-3,145,0,0,0,0,,1
136,-15.5,-6.75,175,0,10.5,-6.25,115,0,0,1,0,,1
137,-14.5,-5,90,0,1.75,-4.25,165,0,0,0,1,,1
138,8,-4.25,20,0,-2,-7,65,0,0,0,0,,1
139,-21,-3,125,0,-6.75,-2,135,0,0,0,1,,1
140,-4,-1.5,120,0,6.25,-0.75,120,2.75,3,0,0,,1
141,-15,-5.5,135,0,14,-3,40,0,0,1,0,,1
142,-9.25,-1.25,75,0,-5.5,-2.75,95,0,0,0,1,,1
143,-9,-3,10,0,13,-1.75,45,0,0,0,0,,1
144,-10.25,-4.5,130,2,-8.5,-4.5,145,0,3,0,0,,1
145,-17,-4,85,0,1.25,-5.25,175,0,0,0,1,,1
146,-6,-3.75,155,0,-9.5,-2.25,40,0,0,1,0,,1
147,5,-5.5,90,0,-5,-0.5,170,0,0,0,0,,1
148,-23.75,-0.75,100,0,-2,-3.25,5,0,0,0,0,,1
149,-20.75,-1.25,85,0,-19,-1,100,0,0,0,0,,1
150,-18.5,-0.75,10,0,-6.5,-6.25,90,0,0,0,1,,1
151,-18.25,-7,130,0,3.25,-5,80,0,0,0,0,,1
152,-20.75,-3.75,50,0,-4,-5,115,2.5,2,0,0,,1
153,-20.5,-4.25,40,0,13.75,-1.25,140,0,0,0,0,,1
154,-22.5,-1.5,170,0,-24.5,-5.75,110,0,0,0,0,,1
155,14,-4,65,0,-13.25,-6.75,60,0,0,0,1,,1
156,1,-0.5,135,0,-23.75,-1,110,0,0,0,0,,1
157,-13.25,-6.5,130,0,2.75,-7,95,0,0,0,0,,1
158,-3,-4.75,160,0,-7,-2.75,60,0,0,0,0,,1
159,-1,-4.75,30,0,1.75,-3,135,0,0,0,0,,1
160,-9,-2.25,75,0,-19.5,-6.75,150,0,0,0,1,,1
161,-11.75,-5.5,90,0,1.75,-3.5,130,0,0,0,1,,1
162,-10.5,-0.5,175,0,5.25,-4.25,80,0,0,0,0,,1
163,-4.5,-1.5,135,0,7,-4.75,105,0,0,0,0,,1
164,-20,-4,90,0,-14.5,-4,140,0,0,0,0,,1
165,-6,-5,50,0,-21.75,-3.75,100,0,0,0,1,,1
166,-2.5,-0.25,45,0,-23,-1.5,80,0,0,0,0,,1
167,4.25,-5,180,0,-5.5,-1,65,0,0,0,0,,1
168,-23.5,-6.75,135,0,-6.5,-4,5,0,0,0,0,,1
169,-22.25,-3.25,125,0,-12.5,0,125,0,0,0,0,,1
170,-20.5,-3,80,0,4.25,0,120,0,0,0,0,,1
171,-22.75,-6.5,10,0,-9,-5.75,130,0,0,0,1,,1
172,-16.75,-2.5,105,0,-20,-3.25,140,0,0,0,0,,1
173,7,0,130,0,-7,-5.75,10,0,0,0,0,,1
174,12.5,-6,135,0,11.25,-6,80,0,0,0,0,,1
175,-11.75,-2,115,0,12.25,-3.75,50,0,0,0,0,,1
176,8,-1.25,115,0,-9.25,-1,130,0,0,0,0,,1
177,5.5,-5.5,50,0,0,-6.75,75,0,0,0,0,,1
178,-7,-1.25,65,0,-16.5,-7,170,0,0,0,0,,1
179,4.75,-1.75,55,0,-1.75,-0.5,140,0,0,0,0,,1
180,-18,-3.25,175,0.75,-14.25,-4.5,105,0,3,0,0,,1
181,-18,-2,65,0,-9.75,-6.25,110,0,0,0,0,,1
182,-1.25,-0.5,170,0,-4,-6.25,20,0,0,0,0,,1
183,-11,-6,175,0,11.75,-4.5,180,0,0,1,0,,1
184,-7.75,-1.75,115,0,2,-6.5,15,0,0,0,0,,1
185,-23,-6,130,0,7.75,-1,155,0,0,0,0,,1
186,10.5,-1.5,65,0,-0.75,-1,65,0,0,0,0,,1
187,10.75,-2,180,0,10.5,-5.25,60,0,0,1,0,,1
188,-19,-2,35,0,9.75,-6.25,50,0,0,0,0,,1
189,-3,-3,180,0,-5.75,-3.75,120,0,0,1,0,,1
190,-6.25,-2.75,55,0,-0.75,-3.25,180,0,0,0,0,,1
191,7.75,-2.75,155,0,-3.5,-5.25,170,0,0,0,0,,1
192,12.25,-5.75,70,0,-20.5,-3.75,55,0,0,0,0,,1
193,-21,-6,140,0,-12,-3.25,125,0,0,0,0,,1
194,-5.75,-1,15,0,9,-5,110,0,0,0,1,,1
195,1.75,-3,50,0,6,-1.25,130,0,0,1,0,,1
196,3,-4.5,165,0,-1,-3.25,145,0,0,0,0,,1
197,-12,-2.5,30,0,13.25,-1.75,80,0,0,0,0,,1
198,14.75,-4.75,95,0,1.25,-6,95,0,0,0,0,,1
199,7.5,-5.5,80,0,14.5,-6.75,140,0,0,0,0,,1
200,1.25,-4.25,175,0,-21,-2.25,40,0,0,0,0,,1
201,13,-5.25,105,0,14,-4.25,65,0,0,0,0,,1
202,4.25,-1.25,70,0,-17,-6.75,120,1.5,2,0,0,,1
203,-3,-6,65,0,-21.5,-3.5,5,0,0,0,0,,1
204,-20.25,-5.75,100,0,11.5,-7,20,0,0,0,0,,1
205,-22,-1.75,40,0,11.25,-0.75,10,0,0,0,0,,1
206,2.5,-3,40,0,2.75,-6.5,35,0,0,0,0,,1
207,-19.75,-0.75,80,0,-20,-0.75,180,0,0,0,0,,1
208,0.25,-4,120,0,6.75,-2.75,175,0,0,0,1,,1
209,5.75,-6.25,55,0,4,-3,25,0,0,0,1,,1
210,13.5,0,95,0,-8,-2.5,80,0,0,0,0,,1
211,-10,-1.25,115,0,5.75,-1.75,25,0,0,0,0,,1
212,13.5,-6.25,135,0,14.5,-4.5,130,0,0,0,0,,1
213,-10,-2.25,150,0,-1.5,-0.25,180,0,0,0,0,,1
214,-21.75,-1.75,130,0,-20.75,-1.5,80,2,2,0,0,,1
215,13.75,-0.25,65,0,-1,-1,25,0,0,0,0,,1
216,-17,-0.5,115,0,-22.25,-7,75,0,0,0,0,,1
217,-17.25,-1.75,50,0,-18,-5.5,100,0,0,0,0,,1
218,4.75,-1,10,1.25,-3,-2,55,0,3,0,0,,1
219,-0.75,-6.25,150,0,14,-0.75,45,0,0,0,0,,1
220,-16.5,-4,40,0,12,-6.25,155,0,0,0,0,,1
221,-3.75,-1.5,130,0,-19,-1.75,125,0,0,0,0,,1
222,-6.5,-3,55,0,9.5,-0.5,75,0,0,0,0,,1
223,-7.25,-0.25,175,0,-7.75,-1,165,0.5,1,0,0,,1
224,-9,-1,70,0,-15,-4.5,60,0,0,0,0,,1
225,-21,-4.25,25,0,2.25,-2.25,75,0,0,0,0,,1
226,6.25,-2.5,135,0,-20,-5,80,0,0,0,0,,1
227,-13,-4.75,120,0,9.25,-1.25,125,0,0,0,0,,1
228,-2,-0.75,165,0,-19.5,-6.5,25,0,0,0,0,,1
229,-19.5,-6,55,0,-25,-6.75,150,0,0,0,0,,1
230,5,-1,55,0,-14.75,-4,30,0,0,0,0,,1
231,0.75,-3,70,0,-14.5,-5,160,0,0,0,0,,1
232,-13,-6,90,0,1.5,-1.75,140,0,0,0,1,,1
233,5.75,0,85,0,13.5,-2.5,70,0,0,0,1,,1
234,-5.5,-5,25,0,7.75,-3,80,0,0,0,0,,1
235,-6,-6,135,0,-18,-5,150,0,0,1,0,,1
236,-22,-3.75,95,0,4.5,-6,5,0,0,0,0,,1
237,1.5,-4,60,0,11,-2.5,20,0,0,0,0,,1
238,9,-4.5,55,0,0,-0.5,180,0,0,0,0,,1
239,-4,-4,100,0,5,-3.75,105,0,0,0,0,,1
240,-17,-6.5,135,0,-14,-1,65,0,0,0,0,,1
241,6.75,-2.5,165,0,-6,-5,35,0,0,0,0,,1
242,-2,-1.75,140,0,-22,-4,110,0,0,0,1,,1
243,0,-4.75,115,0,-20.5,-1.5,15,0,0,0,0,,1
244,5.5,-1,55,0,-13.25,-6.25,145,0,0,0,0,,1
245,14.25,-4.5,65,0,-6,-2,70,0,0,0,0,,1
246,-3,-6,80,0,4.5,-6,170,0,0,0,0,,1
247,-12,-1,120,0,1,0,165,0,0,0,0,,1
248,-15,-5.5,170,0,-1.75,-2.5,170,0,0,0,0,,1
249,-9,-6.5,5,0,-18.75,-2.75,75,0,0,0,0,,1
250,-22.5,-0.25,130,0,-22.25,-6.75,30,0,0,0,0,,1
251,-22.75,-6.25,150,0,-11.75,-5.75,80,0,0,0,0,,1
252,-21.25,-3.5,70,0,-10,-0.5,15,0,0,0,0,,1
253,14,-4,165,0,-4,-0.75,145,0,0,0,1,,1
254,1.75,-5,130,0,-20,-2,90,1,3,0,0,,1
255,10.75,-1,70,0,-4.25,-6.25,70,0,0,0,0,,1
256,-16,-5,125,0,-24,-5,175,0,0,1,0,,1
257,-15,-5.5,105,0,-7,-6,160,0,0,0,0,,1
258,6.25,-2.75,50,0,-2.75,-6.5,90,0,0,1,0,,1
259,-18.75,-2.75,135,0,8.75,-6.25,75,0,0,0,0,,1
260,-14,-0.5,50,0,-17.25,-5,30,0,0,0,0,,1
261,-24,-5,110,0,-19,-4.25,45,0,0,0,0,,1
262,-5,-2.25,105,0,-2,-3,85,0.75,1,0,0,,1
263,-5.25,-1,165,0,11,-1.5,85,0,0,0,0,,1
264,14.25,-2,70,0,6,-0.75,165,0,0,0,1,,1
265,-7.25,-0.25,140,0,-14,-3,45,0,0,1,0,,1
266,9.5,-2.5,95,0,-7.75,-6.25,120,0,0,0,0,,1
267,-5,0,80,0,-6,-6.5,65,0,0,0,0,,1
268,-2,-3,145,0.25,-17.25,-4.5,165,0,2,0,0,,1
269,7.5,-6,5,0,3.5,-6,65,0,0,0,0,,1
270,6.75,-5,80,0,1,-5.5,20,0,0,0,0,,1
271,6,-2.5,35,2,13.75,-6.5,120,0,3,0,1,,1
272,-17,-2.5,90,0,-18,-2.25,110,0,0,0,0,,1
273,-10.5,-1.75,75,0,3,-6.75,115,0,0,0,1,,1
274,3.75,-0.75,35,1.5,-19,-5,145,0,3,1,0,,1
275,9.5,-6.75,170,0,-8,-6,60,0,0,0,0,,1
276,-23,-3.5,65,0,-5.75,-7,155,0,0,0,0,,1
277,-14.5,-4,40,0,-23.75,-0.75,15,0,0,0,0,,1
278,5.5,0,120,0,12.75,-5.25,10,0,0,0,0,,1
279,-8.75,-0.25,155,0,2.25,-4,150,0.5,2,0,0,,1
280,-20,-5,115,0,-4.5,-0.75,115,0,0,0,0,,1
281,13.25,-4.75,25,0,-5.25,-6,85,0,0,0,0,,1
282,12.75,-6,80,0,12,-3.25,70,0,0,0,0,,1
283,13.25,-4,165,0,-18.5,-5.75,115,0,0,0,0,,1
284,-4.25,-1,25,0,10,-6,175,0,0,1,0,,1
285,-1.5,-5.25,80,0,14,-2.75,160,1,3,0,0,,1
286,4.5,-2.5,80,0,-4,-4,140,0,0,0,0,,1
287,6,-6,50,0,5.25,-4,95,0,0,0,1,,1
288,14.5,-7,30,0,-1.25,-2.25,85,0,0,0,0,,1
289,-13.75,-5,5,0,-3,-6.25,45,2,1,0,0,,1
290,9.25,-3.5,170,0,15,-1.25,120,0,0,1,0,,1
291,8,-2.25,5,0,1.25,-4,85,0,0,0,1,,1
292,-13.25,-4,65,0,5.75,-5,65,0,0,0,0,,1
293,-14,-3,95,0,12.5,-4,110,0,0,0,1,,1
294,-4,-4.75,65,0,11,-4.75,75,0,0,0,0,,1
295,-19.5,-1,120,0,0.25,-0.5,35,0,0,0,0,,1
296,-8,-7,55,0,-22.5,-1.75,105,0,0,0,0,,1
297,-7,-6.5,55,0,-22,-5.25,155,0,0,0,0,,1
298,-12.25,-5.75,145,0,-8.25,-4,10,0,0,0,0,,1
299,5.5,-2.25,180,0,-8.25,-2.5,60,0,0,0,0,,1
300,9.25,-1,120,0,-16.75,-4.75,135,0,0,0,0,,1
301,4.5,0,105,0,-10.75,-2.75,5,0,0,0,0,,1
302,15,-6,65,0,6.75,-4.5,25,0,0,0,0,,1
303,-10,-1,105,0,-8.25,-1.75,5,3,1,0,0,,1
304,-17,-6.75,115,0,7.5,-6.5,35,0,0,0,0,,1
305,-3,-6.5,25,0,3,-4,25,0,0,0,0,,1
306,14.5,-4.25,165,0,-17.75,-4,135,0,0,0,0,,1
307,-11.25,-3,60,0,7,-7,45,0,0,0,0,,1
308,-18.5,-6.25,70,0,4.25,-0.75,90,0,0,0,0,,1
309,0,-2.75,70,0,8.25,-4.25,15,0,0,0,0,,1
310,-16.75,-1,140,0,10.5,-3.5,45,0,0,0,1,,1
311,-21,-6.25,180,0,14.5,-4,125,0,0,0,0,,1
312,-12,-4.5,125,0,-22,-3.25,40,2.25,3,0,0,,1
313,-4,-4,100,0,-21.25,-3,155,0,0,0,0,,1
314,-23.25,-1.25,130,0,2,-0.75,150,0,0,0,0,,1
315,9.5,-6.75,110,0,-3,0,165,0,0,0,0,,1
316,6.5,-6,170,0,13,-4,75,0,0,1,0,,1
317,-9.25,-2,30,0,-11.75,-2,125,0,0,0,0,,1
318,-24,-5,165,0,-8.5,-3,155,0,0,1,0,,1
319,-8.25,-0.5,30,0,4.75,-5,180,0,0,0,0,,1
320,12.25,-2.75,40,0,9.75,-3,180,0,0,0,0,,1
321,-11,-2.25,140,0,-3.75,-2.75,115,0,0,0,0,,1
322,10.25,-0.25,70,0,-12.75,-5,120,0,0,0,0,,1
323,-6.75,-3.75,45,0,10.5,-6.5,160,0,0,0,0,,1
324,-17,-6,10,0,-4,-3.25,20,0,0,0,1,,1
325,14.5,-2.25,80,0,-12.25,-6.5,90,0,0,0,0,,1
326,7.75,-0.25,110,0,11.75,-2,35,0,0,0,0,,1
327,11,-0.25,105,0,3,-2,175,0,0,0,0,,1
328,-0.25,-6,40,0,-22,-1,155,0,0,0,0,,1
329,-18,-1.25,165,0,6.75,-1,20,0,0,0,0,,1
330,12.5,-6,135,0,-2,-6,165,0,0,0,0,,1
331,-20.75,-6.75,165,0,9.25,-6,105,0,0,0,0,,1
332,-9.75,-2.5,30,0,-5,-1.75,75,0,0,0,0,,1
333,-7.5,-5,40,0,-13.75,-0.5,25,0,0,0,0,,1
334,2.25,-7,155,0,-6.75,-0.25,60,0,0,0,0,,1
335,-20,-3,55,0,-17.75,-5.75,125,0,0,0,0,,1
336,7.75,-3,105,0,14.25,-5,90,0,0,0,0,,1
337,-5,-4.25,150,0,-4.25,-3.75,140,0,0,0,1,,1
338,14.25,-2,165,0,13.75,-6.5,115,0,0,0,0,,1
339,14,-5.5,110,0,14.75,-4.5,105,0,0,0,0,,1
340,8,-3.25,20,0,0.5,-5,50,0,0,0,0,,1
341,3.75,-2.25,155,0,-20.25,-2,170,0,0,0,1,,1
342,3.5,-4.25,25,0,-18.75,0,55,0,0,0,0,,1
343,-22,-6.5,55,0,-2.5,-5.75,125,0,0,0,0,,1
344,0.75,-5.75,40,0,-16,-3.75,180,0,0,0,0,,1
345,-13,-7,125,0,-24,-1.5,100,0,0,0,0,,1
346,-4.5,-5,60,0,-6.75,-3.5,35,0,0,0,1,,1
347,-16.5,-4,135,0,-20.25,-1,30,0,0,0,0,,1
348,-16.5,-0.5,60,0,10.25,-3.75,70,0,0,0,0,,1
349,-9.75,-5,35,0,-18,-5,55,0,0,0,0,,1
350,-17,-1.75,95,0,10.25,-4,135,0,0,0,1,,1
351,-0.75,-2.75,140,2.75,-9.5,-1,75,0,1,0,0,,1
352,6,-6,100,0,4,-0.75,180,0,0,0,1,,1
353,6.25,-0.5,15,0,1.5,-3.25,170,0,0,0,0,,1
354,13.5,-5.75,75,0,-20.25,-1.5,50,0,0,0,0,,1
355,-22,-6.75,80,0,-1,-6.75,70,0,0,1,1,,1
356,0,-5.75,140,0,-3.25,-2.5,45,0,0,0,0,,1
357,-21,-6,135,0,-11.5,-2.5,115,0,0,0,0,,1
358,-3.5,-1,110,0,6.5,-6.75,50,0,0,0,0,,1
359,-24,-6.5,75,0,5,-3.25,95,0,0,0,0,,1
360,6.5,-3.5,50,0,-10.5,-5.25,60,0,0,0,0,,1
361,-23.5,-0.25,50,0,-17,-5,110,0,0,0,1,,1
362,6,-1,125,0,-23,-1.75,95,0,0,0,0,,1
363,-1.25,-3,85,0,-24,-5.5,170,0,0,0,1,,1
364,11,-5.75,150,0,-0.5,-3.5,155,0,0,0,0,,1
365,5.75,-3.5,175,0,-1.25,-1,85,0,0,0,0,,1
366,-16.75,-5,50,0,-12,-3,95,0,0,0,0,,1
367,-4.5,-1,35,0,-18.75,-1.75,75,0,0,0,0,,1
368,-23,-6,95,0,12.5,-1.75,130,0,0,0,0,,1
369,-9.25,-1.75,30,0,-7,-5,30,0,0,0,0,,1
370,-24,-1.5,170,2.25,8.75,-4,15,0,2,0,0,,1
371,0.25,-2.75,15,0,-16,-2,60,0,0,0,1,,1
372,11,-3,175,0,6,-2,160,0,0,0,0,,1
373,-24.75,-5,15,0,-6,-2,60,0,0,0,0,,1
374,5,-2,40,0,7.75,-3.5,150,0,0,0,0,,1
375,-18.5,-1.75,120,2,-14.5,-6.5,125,0,1,0,0,,1
376,-11,-1,110,0,14.5,-6,45,2,3,0,0,,1
377,3,-5,160,0,-1,-1.5,40,0,0,0,0,,1
378,-19,-4.5,55,0,-6.75,-5,35,0,0,0,0,,1
379,-15.5,-5.5,50,0,4,-0.5,180,0,0,0,0,,1
380,-15,-3.25,45,0,8,-3.25,160,0,0,0,0,,1
381,-18.75,-1,125,0,12,-7,50,0,0,0,0,,1
382,12.5,-4.5,75,0,-13.75,-6.75,30,0,0,0,0,,1
383,-4.75,-2,70,0,3.5,-0.75,85,0,0,0,0,,1
384,-13.75,-2.75,45,0,-24,-2.75,5,0,0,0,1,,1
385,-0.5,-5.75,180,0,-17.25,-1,25,0,0,0,0,,1
386,1,-4.75,65,0,5.75,-5,35,0,0,0,0,,1
387,5.5,-4.5,15,0,12.5,-2.25,100,0,0,0,0,,1
388,-20,-6,150,0,-12,-7,85,0,0,1,0,,1
389,6.5,-1.25,90,2,8.75,-2.5,10,0,3,0,0,,1
390,-1.5,-0.5,55,0,-6,-3.25,65,0,0,0,1,,1
391,11.5,-5.5,115,0,13.75,-5.5,95,0,0,0,0,,1
392,-13.25,-5.5,170,0,14.25,-1,10,0,0,0,1,,1
393,-19,-0.75,65,0,-18.75,-5.5,35,0,0,0,0,,1
394,-24.75,-4,135,0,-20.25,-6.5,120,0,0,0,0,,1
395,-22.25,-6.25,90,0,7.75,-5,110,0,0,0,0,,1
396,3,-4.25,155,0,8.5,-2,20,2.5,2,0,0,,1
